Accession;Organism_Name;SRA_Accession;Species;Genus;Family;Molecule_type;Length;Nuc_Completeness;Geo_Location;Host;Isolation_Source
NC_074031;ssRNA phage SRR5466366_1;;Niuhvovirus limivivens;Niuhvovirus;Fiersviridae;ssRNA(+);3804;complete;USA;activated sludge metagenome;
NC_074032;ssRNA phage Gephyllon.3_11;;Noehsivirus tellurivicinum;Noehsivirus;Fiersviridae;ssRNA(+);3659;complete;USA;;
NC_074033;ssRNA phage Gerhypos.1_20;;Noehsivirus tellurivivens;Noehsivirus;Fiersviridae;ssRNA(+);3937;complete;USA;;
NC_074034;ssRNA phage SRR6960799_24;;Nuihimevirus lutadaptatum;Nuihimevirus;Fiersviridae;ssRNA(+);3296;complete;Japan;activated sludge metagenome;
NC_074035;ssRNA phage SRR7976323_3;;Oceshuvirus lutenecus;Oceshuvirus;Fiersviridae;ssRNA(+);3477;complete;Japan;activated sludge metagenome;
NC_074036;ssRNA phage SRR5466338_3;;Olmsdivirus lutivivens;Olmsdivirus;Fiersviridae;ssRNA(+);4087;complete;USA;activated sludge metagenome;
NC_074037;ssRNA phage SRR6960803_9;;Omohevirus peladaptatum;Omohevirus;Fiersviridae;ssRNA(+);3556;complete;Japan;activated sludge metagenome;
NC_074038;ssRNA phage SRR7976325_16;;Onohmuvirus pelenecus;Onohmuvirus;Fiersviridae;ssRNA(+);3901;complete;Japan;activated sludge metagenome;
NC_074039;ssRNA phage SRR7976299_7;;Opdykovirus pelocola;Opdykovirus;Fiersviridae;ssRNA(+);3487;complete;USA;activated sludge metagenome;
NC_074040;ssRNA phage AIN001;SRR1745803;Osigowavirus insecticola;Osigowavirus;Fiersviridae;ssRNA(+);3635;complete;USA;activated sludge metagenome;
NC_074041;ssRNA phage SRR7976299_6;;Owenocuvirus pelohabitans;Owenocuvirus;Fiersviridae;ssRNA(+);3750;complete;USA;activated sludge metagenome;
NC_074042;ssRNA phage Gerhypos.4_34;;Oxychlovirus humadaptatum;Oxychlovirus;Fiersviridae;ssRNA(+);3850;complete;USA;;
NC_074043;ssRNA phage Gephyllon.4_12;;Oxychlovirus terrenecus;Oxychlovirus;Fiersviridae;ssRNA(+);3865;complete;USA;;
NC_074044;ssRNA phage Esthiorhiza.3_8;;Oxychlovirus terricola;Oxychlovirus;Fiersviridae;ssRNA(+);3771;complete;USA;;
NC_074045;ssRNA phage Gerhypos.1_22;;Oxychlovirus terrihabitans;Oxychlovirus;Fiersviridae;ssRNA(+);3873;complete;USA;;
NC_074046;ssRNA phage Gerhypos.2_10;;Oxychlovirus terrivicinum;Oxychlovirus;Fiersviridae;ssRNA(+);3784;complete;USA;;
NC_074047;ssRNA phage Gerhypos.2_19;;Oxychlovirus terrivivens;Oxychlovirus;Fiersviridae;ssRNA(+);4005;complete;USA;;
NC_074048;ssRNA phage SRR5208570_3;;Palsdevirus asienecus;Palsdevirus;Fiersviridae;ssRNA(+);3975;complete;Austria;activated sludge metagenome;
NC_074049;ssRNA phage SRR5467137_1;;Paysduvirus asiocola;Paysduvirus;Fiersviridae;ssRNA(+);3557;complete;Austria;activated sludge metagenome;
NC_074050;ssRNA phage SRR5466364_4;;Pehohrivirus asiohabitans;Pehohrivirus;Fiersviridae;ssRNA(+);4374;complete;USA;activated sludge metagenome;
NC_074051;ssRNA phage SRR5467090_5;;Pehohrivirus asiovicinum;Pehohrivirus;Fiersviridae;ssRNA(+);4400;complete;USA;activated sludge metagenome;
NC_074052;ssRNA phage SRR6960509_6;;Pehsaduvirus asiovivens;Pehsaduvirus;Fiersviridae;ssRNA(+);4084;complete;USA;activated sludge metagenome;
NC_074053;ssRNA phage SRR5208570_4;;Philtcovirus borboradaptatum;Philtcovirus;Fiersviridae;ssRNA(+);3509;complete;Austria;activated sludge metagenome;
NC_074054;ssRNA phage Esthiorhiza.4_10;;Phobpsivirus agradaptatum;Phobpsivirus;Fiersviridae;ssRNA(+);3498;complete;USA;;
NC_074055;ssRNA phage Gerhypos.1_43;;Phobpsivirus agricola;Phobpsivirus;Fiersviridae;ssRNA(+);3799;complete;USA;;
NC_074056;ssRNA phage Gerhypos.4_32;;Phulivirus agrihabitans;Phulivirus;Fiersviridae;ssRNA(+);3686;complete;USA;;
NC_074057;ssRNA phage Gerhypos.4_50;;Phulivirus agrivicinum;Phulivirus;Fiersviridae;ssRNA(+);3369;complete;USA;;
NC_074058;ssRNA phage EOC000;SRR1283306;Phulivirus tegeticola;Phulivirus;Fiersviridae;ssRNA(+);3303;complete;USA;activated sludge metagenome;
NC_074059;ssRNA phage SRR5466729_2;;Piponevirus borborenecus;Piponevirus;Fiersviridae;ssRNA(+);4018;complete;USA;activated sludge metagenome;
NC_074060;ssRNA phage SRR6960799_11;;Piponevirus borborocola;Piponevirus;Fiersviridae;ssRNA(+);3948;complete;Japan;activated sludge metagenome;
NC_074061;ssRNA phage SRR5467090_3;;Pipunevirus borborohabitans;Pipunevirus;Fiersviridae;ssRNA(+);4402;complete;USA;activated sludge metagenome;
NC_074062;ssRNA phage SRR5467091_6;;Pipunevirus borborovicinum;Pipunevirus;Fiersviridae;ssRNA(+);3847;complete;USA;activated sludge metagenome;
NC_074063;ssRNA phage SRR6960803_6;;Pipunevirus borborovivens;Pipunevirus;Fiersviridae;ssRNA(+);4267;complete;Japan;activated sludge metagenome;
NC_074064;ssRNA phage SRR7976356_5;;Pipunevirus caenadaptatum;Pipunevirus;Fiersviridae;ssRNA(+);3808;complete;Japan;activated sludge metagenome;
NC_074065;ssRNA phage Gephyllon.2_5;;Pohlevirus arvadaptatum;Pohlevirus;Fiersviridae;ssRNA(+);3831;complete;USA;;
NC_074066;ssRNA phage Zoerhiza.2_28;;Pohlevirus arvenecus;Pohlevirus;Fiersviridae;ssRNA(+);3779;complete;USA;;
NC_074067;ssRNA phage Zoerhiza.1_29;;Pohlevirus arvicola;Pohlevirus;Fiersviridae;ssRNA(+);3854;complete;USA;;
NC_074068;ssRNA phage SRR6960507_4;;Pohlevirus caenicola;Pohlevirus;Fiersviridae;ssRNA(+);3404;complete;USA;activated sludge metagenome;
NC_074069;ssRNA phage Esthiorhiza.2_52;;Pohlevirus chorovivens;Pohlevirus;Fiersviridae;ssRNA(+);3732;complete;USA;;
NC_074070;ssRNA phage SRR6255733_2;;Pohtamavirus caenihabitans;Pohtamavirus;Fiersviridae;ssRNA(+);3775;complete;USA;activated sludge metagenome;
NC_074071;ssRNA phage AIN000;SRR1745803;Poncivirus insecticola;Poncivirus;Fiersviridae;ssRNA(+);3675;complete;USA;activated sludge metagenome;
NC_074072;ssRNA phage Esthiorhiza.2_3;;Psehatovirus edaphadaptatum;Psehatovirus;Fiersviridae;ssRNA(+);4350;complete;USA;;
NC_074073;ssRNA phage Esthiorhiza.2_38;;Psehatovirus edaphenecus;Psehatovirus;Fiersviridae;ssRNA(+);4750;complete;USA;;
NC_074074;ssRNA phage Esthiorhiza.2_37;;Psehatovirus edaphocola;Psehatovirus;Fiersviridae;ssRNA(+);4953;complete;USA;;
NC_074075;ssRNA phage Gerhypos.2_14;;Psehatovirus edaphohabitans;Psehatovirus;Fiersviridae;ssRNA(+);5067;complete;USA;;
NC_074076;ssRNA phage Gerhypos.2_34;;Psehatovirus edaphovicinum;Psehatovirus;Fiersviridae;ssRNA(+);4444;complete;USA;;
NC_074077;ssRNA phage Gerhypos.4_2;;Psehatovirus edaphovivens;Psehatovirus;Fiersviridae;ssRNA(+);4699;complete;USA;;
NC_074078;ssRNA phage SRR7976357_6;;Psimevirus caenivicinum;Psimevirus;Fiersviridae;ssRNA(+);3499;complete;Japan;activated sludge metagenome;
NC_074079;ssRNA phage Gerhypos.4_30;;Psimevirus pedocola;Psimevirus;Fiersviridae;ssRNA(+);3906;complete;USA;;
NC_074080;ssRNA phage SRR7473382_1;;Pudlivirus limivicinum;Pudlivirus;Fiersviridae;ssRNA(+);3670;complete;Austria;activated sludge metagenome;
NC_074081;ssRNA phage Esthiorhiza.2_6;;Radbaivirus tellurenecus;Radbaivirus;Fiersviridae;ssRNA(+);4250;complete;USA;;
NC_074082;ssRNA phage Esthiorhiza.2_14;;Radbaivirus telluricola;Radbaivirus;Fiersviridae;ssRNA(+);4080;complete;USA;;
NC_074083;ssRNA phage Gephyllon.4_21;;Radbaivirus tellurihabitans;Radbaivirus;Fiersviridae;ssRNA(+);3826;complete;USA;;
NC_074084;ssRNA phage Gephyllon.3_4;;Rehihmevirus terrenecus;Rehihmevirus;Fiersviridae;ssRNA(+);3763;complete;USA;;
NC_074085;ssRNA phage Gerhypos.2_6;;Rehudzovirus terrihabitans;Rehudzovirus;Fiersviridae;ssRNA(+);3959;complete;USA;;
NC_074086;ssRNA phage SRR5466338_2;;Rusvolovirus asiadaptatum;Rusvolovirus;Fiersviridae;ssRNA(+);4247;complete;USA;activated sludge metagenome;
NC_074087;ssRNA phage SRR6253161_2;;Rusvolovirus asienecus;Rusvolovirus;Fiersviridae;ssRNA(+);4037;complete;USA;activated sludge metagenome;
NC_074088;ssRNA phage SRR6960509_12;;Scuadavirus asiohabitans;Scuadavirus;Fiersviridae;ssRNA(+);3458;complete;USA;activated sludge metagenome;
NC_074089;ssRNA phage SRR7976300_5;;Sehcovirus asiovivens;Sehcovirus;Fiersviridae;ssRNA(+);3657;complete;USA;activated sludge metagenome;
NC_074090;ssRNA phage Gephyllon.1_13;;Sehcovirus humivivens;Sehcovirus;Fiersviridae;ssRNA(+);3539;complete;USA;;
NC_074091;ssRNA phage SRR6960507_6;SRR6960507;Sehpovirus borboradaptatum;Sehpovirus;Fiersviridae;ssRNA(+);3870;complete;USA;activated sludge metagenome;
NC_074092;ssRNA phage SRR7976301_8;;Seybrovirus borborohabitans;Seybrovirus;Fiersviridae;ssRNA(+);3474;complete;USA;activated sludge metagenome;
NC_074093;ssRNA phage SRR5467091_7;;Shebanavirus borborovicinum;Shebanavirus;Fiersviridae;ssRNA(+);4002;complete;USA;activated sludge metagenome;
NC_074094;ssRNA phage SRR7976325_9;;Shihovirus caenadaptatum;Shihovirus;Fiersviridae;ssRNA(+);3763;complete;Japan;activated sludge metagenome;
NC_074095;ssRNA phage SRR5466364_3;;Sholavirus caenicola;Sholavirus;Fiersviridae;ssRNA(+);3650;complete;USA;activated sludge metagenome;
NC_074096;ssRNA phage SRR6960509_7;;Sholavirus caenihabitans;Sholavirus;Fiersviridae;ssRNA(+);4064;complete;USA;activated sludge metagenome;
NC_074097;ssRNA phage SRR6960803_7;;Sholavirus caenivicinum;Sholavirus;Fiersviridae;ssRNA(+);3589;complete;Japan;activated sludge metagenome;
NC_074098;ssRNA phage SRR7976310_10;;Sholavirus caenivivens;Sholavirus;Fiersviridae;ssRNA(+);3904;complete;USA;activated sludge metagenome;
NC_074099;ssRNA phage SRR6960799_13;;Shomudavirus limadaptatum;Shomudavirus;Fiersviridae;ssRNA(+);4049;complete;Japan;activated sludge metagenome;
NC_074100;ssRNA phage SRR6960799_25;;Shuravirus limicola;Shuravirus;Fiersviridae;ssRNA(+);3567;complete;Japan;activated sludge metagenome;
NC_074101;ssRNA phage SRR6960803_13;;Shuravirus limihabitans;Shuravirus;Fiersviridae;ssRNA(+);3459;complete;Japan;activated sludge metagenome;
NC_074102;ssRNA phage SRR6050738_4;SRR6050738;Sincthavirus limivicinum;Sincthavirus;Fiersviridae;ssRNA(+);3915;complete;Austria;activated sludge metagenome;
NC_074103;ssRNA phage SRR6960551_7;;Skhembuvirus limivivens;Skhembuvirus;Fiersviridae;ssRNA(+);3474;complete;USA;activated sludge metagenome;
NC_074104;ssRNA phage SRR7976301_5;;Smudhfivirus lutadaptatum;Smudhfivirus;Fiersviridae;ssRNA(+);4030;complete;USA;activated sludge metagenome;
NC_074105;ssRNA phage SRR7976310_7;;Soetuvirus lutenecus;Soetuvirus;Fiersviridae;ssRNA(+);3796;complete;USA;activated sludge metagenome;
NC_074106;ssRNA phage Gerhypos.2_2;;Sphonivirus agrivivens;Sphonivirus;Fiersviridae;ssRNA(+);4381;complete;USA;;
NC_074107;ssRNA phage Gerhypos.2_26;;Sphonivirus choradaptatum;Sphonivirus;Fiersviridae;ssRNA(+);3810;complete;USA;;
NC_074108;ssRNA phage Zoerhiza.1_35;;Sphonivirus chorocola;Sphonivirus;Fiersviridae;ssRNA(+);4451;complete;USA;;
NC_074109;ssRNA phage SRR7976300_4;;Stehlmavirus lutihabitans;Stehlmavirus;Fiersviridae;ssRNA(+);3790;complete;USA;activated sludge metagenome;
NC_074110;ssRNA phage ESO010;SRR1509497;Swihdzovirus paludicola;Swihdzovirus;Fiersviridae;ssRNA(+);3612;complete;USA;activated sludge metagenome;
NC_074111;ssRNA phage SRR7976310_5;;Tahluvirus peladaptatum;Tahluvirus;Fiersviridae;ssRNA(+);4313;complete;USA;activated sludge metagenome;
NC_074112;ssRNA phage SRR5466725_15;;Tapikevirus pelocola;Tapikevirus;Fiersviridae;ssRNA(+);3581;complete;USA;activated sludge metagenome;
NC_074113;ssRNA phage SRR6960803_5;;Teciucevirus pelohabitans;Teciucevirus;Fiersviridae;ssRNA(+);3995;complete;Japan;activated sludge metagenome;
NC_074114;ssRNA phage Gerhypos.2_8;;Tehdravirus arvivicinum;Tehdravirus;Fiersviridae;ssRNA(+);3836;complete;USA;;
NC_074115;ssRNA phage Esthiorhiza.1_13;;Tehnexuvirus edaphadaptatum;Tehnexuvirus;Fiersviridae;ssRNA(+);3802;complete;USA;;
NC_074116;ssRNA phage Esthiorhiza.4_1;;Thidevirus edaphovivens;Thidevirus;Fiersviridae;ssRNA(+);4960;complete;USA;;
NC_074117;ssRNA phage SRR5466729_3;;Thiwvovirus asienecus;Thiwvovirus;Fiersviridae;ssRNA(+);3826;complete;USA;activated sludge metagenome;
NC_074118;ssRNA phage SRR6960509_10;;Thiyevirus asiocola;Thiyevirus;Fiersviridae;ssRNA(+);3734;complete;USA;activated sludge metagenome;
NC_074119;ssRNA phage SRR5466365_3;;Thobivirus asiohabitans;Thobivirus;Fiersviridae;ssRNA(+);3869;complete;USA;activated sludge metagenome;
NC_074120;ssRNA phage SRR7976326_4;;Ticahravirus asiovicinum;Ticahravirus;Fiersviridae;ssRNA(+);3368;complete;Japan;activated sludge metagenome;
NC_074121;ssRNA phage SRR7976310_12;;Tohvovirus borborohabitans;Tohvovirus;Fiersviridae;ssRNA(+);3420;complete;USA;activated sludge metagenome;
NC_074122;ssRNA phage Esthiorhiza.1_8;;Trucevirus pedenecus;Trucevirus;Fiersviridae;ssRNA(+);3954;complete;USA;;
NC_074123;ssRNA phage SRR7976325_14;;Ureyisuvirus caenihabitans;Ureyisuvirus;Fiersviridae;ssRNA(+);3764;complete;Japan;activated sludge metagenome;
NC_074124;ssRNA phage SRR7976357_7;;Ushumevirus caenivicinum;Ushumevirus;Fiersviridae;ssRNA(+);3441;complete;Japan;activated sludge metagenome;
NC_074125;ssRNA phage SRR5467090_2;;Vinehtivirus limenecus;Vinehtivirus;Fiersviridae;ssRNA(+);3658;complete;USA;activated sludge metagenome;
NC_074126;ssRNA phage SRR6960509_5;;Vinehtivirus limicola;Vinehtivirus;Fiersviridae;ssRNA(+);3601;complete;USA;activated sludge metagenome;
NC_074127;ssRNA phage SRR6960507_2;SRR6960507;Vohsuavirus limihabitans;Vohsuavirus;Fiersviridae;ssRNA(+);3591;complete;USA;activated sludge metagenome;
NC_074128;ssRNA phage SRR7976310_6;;Vohsuavirus limivicinum;Vohsuavirus;Fiersviridae;ssRNA(+);3696;complete;USA;activated sludge metagenome;
NC_074129;ssRNA phage Esthiorhiza.2_35;;Vohsuavirus pedovivens;Vohsuavirus;Fiersviridae;ssRNA(+);3530;complete;USA;;
NC_074130;ssRNA phage Gephyllon.3_12;;Vohsuavirus soladaptatum;Vohsuavirus;Fiersviridae;ssRNA(+);3621;complete;USA;;
NC_074131;ssRNA phage Gerhypos.4_49;;Vohsuavirus solenecus;Vohsuavirus;Fiersviridae;ssRNA(+);3558;complete;USA;;
NC_074132;ssRNA phage Gerhypos.3_1;;Vohsuavirus solicola;Vohsuavirus;Fiersviridae;ssRNA(+);3865;complete;USA;;
NC_074133;ssRNA phage SRR5466727_1;;Wahtavirus luticola;Wahtavirus;Fiersviridae;ssRNA(+);3678;complete;USA;activated sludge metagenome;
NC_074134;ssRNA phage ESE005;SRR1611147;Whietlevirus defluviicola;Whietlevirus;Fiersviridae;ssRNA(+);4407;complete;USA;activated sludge metagenome;
NC_074135;ssRNA phage SRR6960549_4;;Whilavirus pelohabitans;Whilavirus;Fiersviridae;ssRNA(+);4269;complete;USA;activated sludge metagenome;
NC_074136;ssRNA phage SRR6960509_11;;Wohudhevirus asienecus;Wohudhevirus;Fiersviridae;ssRNA(+);3716;complete;USA;activated sludge metagenome;
NC_074137;ssRNA phage SRR5466338_1;;Wyahnevirus asiohabitans;Wyahnevirus;Fiersviridae;ssRNA(+);3542;complete;USA;activated sludge metagenome;
NC_074138;ssRNA phage SRR7976325_21;;Yahnavirus asiovicinum;Yahnavirus;Fiersviridae;ssRNA(+);3681;complete;Japan;activated sludge metagenome;
NC_074139;ssRNA phage SRR7976356_6;;Yemegivirus asiovivens;Yemegivirus;Fiersviridae;ssRNA(+);3509;complete;Japan;activated sludge metagenome;
NC_074140;ssRNA phage SRR7976325_22;;Yohcadevirus borborocola;Yohcadevirus;Fiersviridae;ssRNA(+);3558;complete;Japan;activated sludge metagenome;
NC_074141;ssRNA phage SRR5467091_5;;Yuhrihovirus borborohabitans;Yuhrihovirus;Fiersviridae;ssRNA(+);3708;complete;USA;activated sludge metagenome;
NC_074142;ssRNA phage SRR7976323_1;;Yuhrihovirus borborovicinum;Yuhrihovirus;Fiersviridae;ssRNA(+);3718;complete;Japan;activated sludge metagenome;
NC_074143;ssRNA phage SRR7976325_8;;Yuhrihovirus borborovivens;Yuhrihovirus;Fiersviridae;ssRNA(+);3801;complete;Japan;activated sludge metagenome;
NC_074144;ssRNA phage Gephyllon.1_22;;Yuhrihovirus humenecus;Yuhrihovirus;Fiersviridae;ssRNA(+);3572;complete;USA;;
NC_074145;ssRNA phage SRR5466727_6;;Alohrdovirus borborenecus;Alohrdovirus;Solspiviridae;RNA;3824;complete;USA;activated sludge metagenome;
NC_074146;ssRNA phage SRR7976300_9;;Andihavirus borborohabitans;Andihavirus;Solspiviridae;RNA;4433;complete;USA;activated sludge metagenome;
NC_074147;ssRNA phage SRR7976299_12;;Dibaevirus borborocola;Dibaevirus;Solspiviridae;RNA;3991;complete;USA;activated sludge metagenome;
NC_074148;ssRNA phage SRR7976299_14;;Dilzevirus borborohabitans;Dilzevirus;Solspiviridae;RNA;4083;complete;USA;activated sludge metagenome;
NC_074149;ssRNA phage SRR6050698_1;;Eosonovirus caenenecus;Eosonovirus;Solspiviridae;RNA;3782;complete;Austria;activated sludge metagenome;
NC_074150;ssRNA phage SRR7976299_15;;Etdyvivirus caenicola;Etdyvivirus;Solspiviridae;RNA;3960;complete;USA;activated sludge metagenome;
NC_074151;ssRNA phage SRR6960509_14;;Fahrmivirus caenivivens;Fahrmivirus;Solspiviridae;RNA;4210;complete;USA;activated sludge metagenome;
NC_074152;ssRNA phage SRR7976299_13;;Fahrmivirus limadaptatum;Fahrmivirus;Solspiviridae;RNA;4061;complete;USA;activated sludge metagenome;
NC_074153;ssRNA phage SRR6255733_3;;Hinehbovirus caenihabitans;Hinehbovirus;Solspiviridae;RNA;3713;complete;USA;activated sludge metagenome;
NC_074154;ssRNA phage SRR5208570_5;;Insbruvirus lutivivens;Insbruvirus;Solspiviridae;RNA;4204;complete;Austria;activated sludge metagenome;
NC_074155;ssRNA phage SRR7976299_16;;Intasivirus peladaptatum;Intasivirus;Solspiviridae;RNA;3766;complete;USA;activated sludge metagenome;
NC_074156;ssRNA phage Gephyllon.3_7;;Intasivirus tellurivivens;Intasivirus;Solspiviridae;RNA;3884;complete;USA;;
NC_074157;ssRNA phage Zoerhiza.4_18;;Intasivirus terrenecus;Intasivirus;Solspiviridae;RNA;4265;complete;USA;;
NC_074158;ssRNA phage Gerhypos.3_23;;Intasivirus terricola;Intasivirus;Solspiviridae;RNA;3952;complete;USA;;
NC_074159;ssRNA phage SRR5208572_2;;Jargovirus pelovivens;Jargovirus;Solspiviridae;RNA;4309;complete;Austria;activated sludge metagenome;
NC_074160;ssRNA phage SRR6960799_30;;Mahshuvirus limivivens;Mahshuvirus;Solspiviridae;RNA;3452;complete;Japan;activated sludge metagenome;
NC_074161;ssRNA phage SRR6960551_13;;Mintinovirus pelohabitans;Mintinovirus;Solspiviridae;RNA;4226;complete;USA;activated sludge metagenome;
NC_074162;ssRNA phage SRR6960797_4;;Mintinovirus pelovicinum;Mintinovirus;Solspiviridae;RNA;4185;complete;USA;activated sludge metagenome;
NC_074163;ssRNA phage SRR6960799_29;;Odiravirus lutihabitans;Odiravirus;Solspiviridae;RNA;4151;complete;Japan;activated sludge metagenome;
NC_074164;ssRNA phage SRR5467091_9;;Oekfovirus lutivicinum;Oekfovirus;Solspiviridae;RNA;3634;complete;USA;activated sludge metagenome;
NC_074165;ssRNA phage SRR7473382_4;;Puhrivirus limivivens;Puhrivirus;Solspiviridae;RNA;4042;complete;Austria;activated sludge metagenome;
NC_074166;ssRNA phage SRR5466727_5;;Puirovirus lutadaptatum;Puirovirus;Solspiviridae;RNA;3808;complete;USA;activated sludge metagenome;
NC_074167;ssRNA phage SRR6960507_10;SRR6960507;Puirovirus lutenecus;Puirovirus;Solspiviridae;RNA;3764;complete;USA;activated sludge metagenome;
NC_074168;ssRNA phage Gerhypos.4_5;;Sexopuavirus agricola;Sexopuavirus;Solspiviridae;RNA;4103;complete;USA;;
NC_074169;ssRNA phage Gephyllon.4_17;;Thiuhmevirus pedadaptatum;Thiuhmevirus;Solspiviridae;RNA;4353;complete;USA;;
NC_074170;ssRNA phage SRR6960799_28;;Tohkunevirus borborocola;Tohkunevirus;Solspiviridae;RNA;4096;complete;Japan;activated sludge metagenome;
NC_074171;ssRNA phage SRR5208570_6;;Tyrahlevirus caenicola;Tyrahlevirus;Solspiviridae;RNA;3601;complete;Austria;activated sludge metagenome;
NC_074172;ssRNA phage SRR6960509_13;;Vendavirus caenivivens;Vendavirus;Solspiviridae;RNA;4036;complete;USA;activated sludge metagenome;
NC_074173;ssRNA phage SRR6960551_12;;Voulevirus limivivens;Voulevirus;Solspiviridae;RNA;3691;complete;USA;activated sludge metagenome;
NC_074174;ssRNA phage ESE017;SRR1027978;Wishivirus defluviicola;Wishivirus;Solspiviridae;RNA;3604;complete;USA;activated sludge metagenome;
NC_074175;ssRNA phage AVE020;SRR594654;Alehndavirus ruminicola;Alehndavirus;Blumeviridae;RNA;4729;complete;USA;activated sludge metagenome;
NC_074176;ssRNA phage SRR5466725_7;;Bonghivirus borborenecus;Bonghivirus;Blumeviridae;RNA;4061;complete;USA;activated sludge metagenome;
NC_074177;ssRNA phage Gerhypos.2_36;;Cehntrovirus agrihabitans;Cehntrovirus;Blumeviridae;RNA;4463;complete;USA;;
NC_074178;ssRNA phage SRR7976300_1;;Dahmuivirus pelovivens;Dahmuivirus;Blumeviridae;RNA;4245;complete;USA;activated sludge metagenome;
NC_074179;ssRNA phage SRR6960799_3;;Dehgumevirus asiovivens;Dehgumevirus;Blumeviridae;RNA;4610;complete;Japan;activated sludge metagenome;
NC_074180;ssRNA phage SRR5466725_6;;Dehkhevirus borboradaptatum;Dehkhevirus;Blumeviridae;RNA;3970;complete;USA;activated sludge metagenome;
NC_074181;ssRNA phage AVE018;SRR1604866;Gifriavirus ruminicola;Gifriavirus;Blumeviridae;RNA;3746;complete;USA;activated sludge metagenome;
NC_074182;ssRNA phage SRR6960507_1;SRR6960507;Hehrovirus borborohabitans;Hehrovirus;Blumeviridae;RNA;4376;complete;USA;activated sludge metagenome;
NC_074183;ssRNA phage AVE016;SRR901903;Ivolevirus faecicola;Ivolevirus;Blumeviridae;RNA;4198;complete;USA;activated sludge metagenome;
NC_074184;ssRNA phage SRR7976324_2;;Kahnayevirus asiovivens;Kahnayevirus;Blumeviridae;RNA;4025;complete;Japan;activated sludge metagenome;
NC_074185;ssRNA phage SRR6960799_2;;Kahraivirus borboradaptatum;Kahraivirus;Blumeviridae;RNA;4334;complete;Japan;activated sludge metagenome;
NC_074186;ssRNA phage SRR6960799_7;;Kemiovirus caenivicinum;Kemiovirus;Blumeviridae;RNA;4034;complete;Japan;activated sludge metagenome;
NC_074187;ssRNA phage SRR7976325_4;;Kerishovirus limenecus;Kerishovirus;Blumeviridae;RNA;4061;complete;Japan;activated sludge metagenome;
NC_074188;ssRNA phage SRR5467091_4;;Konmavirus lutivicinum;Konmavirus;Blumeviridae;RNA;4507;complete;USA;activated sludge metagenome;
NC_074189;ssRNA phage SRR6255746_1;;Konmavirus lutivivens;Konmavirus;Blumeviridae;RNA;4133;complete;USA;activated sludge metagenome;
NC_074190;ssRNA phage SRR7976310_4;;Konmavirus peladaptatum;Konmavirus;Blumeviridae;RNA;4084;complete;USA;activated sludge metagenome;
NC_074191;ssRNA phage SRR7976299_4;;Lirnavirus borborovicinum;Lirnavirus;Blumeviridae;RNA;4645;complete;USA;activated sludge metagenome;
NC_074192;ssRNA phage SRR6960797_1;;Lonzbavirus caenadaptatum;Lonzbavirus;Blumeviridae;RNA;3612;complete;USA;activated sludge metagenome;
NC_074193;ssRNA phage AVE015;DRR013899;Marskhivirus piscicola;Marskhivirus;Blumeviridae;RNA;4385;complete;USA;activated sludge metagenome;
NC_074194;ssRNA phage Esthiorhiza.2_43;;Nehohpavirus tellurenecus;Nehohpavirus;Blumeviridae;RNA;4458;complete;USA;;
NC_074195;ssRNA phage SRR5466369_1;;Nehpavirus caenenecus;Nehpavirus;Blumeviridae;RNA;4171;complete;USA;activated sludge metagenome;
NC_074196;ssRNA phage Zoerhiza.1_23;;Obhoarovirus terradaptatum;Obhoarovirus;Blumeviridae;RNA;4620;complete;USA;;
NC_074197;ssRNA phage Gerhypos.4_51;;Pacehavirus humicola;Pacehavirus;Blumeviridae;RNA;4452;complete;USA;;
NC_074198;ssRNA phage SRR5466725_5;;Pacehavirus pelovicinum;Pacehavirus;Blumeviridae;RNA;4359;complete;USA;activated sludge metagenome;
NC_074199;ssRNA phage SRR7976310_3;;Pacehavirus pelovivens;Pacehavirus;Blumeviridae;RNA;4681;complete;USA;activated sludge metagenome;
NC_074200;ssRNA phage SRR6960509_3;;Pahdacivirus asiadaptatum;Pahdacivirus;Blumeviridae;RNA;3915;complete;USA;activated sludge metagenome;
NC_074201;ssRNA phage Gerhypos.2_33;;Rhohmbavirus terrivicinum;Rhohmbavirus;Blumeviridae;RNA;3625;complete;USA;;
NC_074202;ssRNA phage SRR6960799_4;;Semodevirus borborenecus;Semodevirus;Blumeviridae;RNA;4744;complete;Japan;activated sludge metagenome;
NC_074203;ssRNA phage SRR6960799_5;;Shihmovirus borborovivens;Shihmovirus;Blumeviridae;RNA;3992;complete;Japan;activated sludge metagenome;
NC_074204;ssRNA phage SRR7976324_1;;Shihwivirus caenenecus;Shihwivirus;Blumeviridae;RNA;4509;complete;Japan;activated sludge metagenome;
NC_074205;ssRNA phage ESO001;SRR1509497;Tibirnivirus paludicola;Tibirnivirus;Blumeviridae;RNA;3968;complete;USA;activated sludge metagenome;
NC_074206;ssRNA phage SRR6960799_1;;Tinebovirus borborenecus;Tinebovirus;Blumeviridae;RNA;4202;complete;Japan;activated sludge metagenome;
NC_074207;ssRNA phage SRR7976299_5;;Wahdswovirus lutenecus;Wahdswovirus;Blumeviridae;RNA;4343;complete;USA;activated sludge metagenome;
NC_074208;ssRNA phage SRR6960799_6;;Yenihzavirus borboradaptatum;Yenihzavirus;Blumeviridae;RNA;4161;complete;Japan;activated sludge metagenome;
