Contig	T0-R-Dry-soil-A_sort TPM	T0-R-Dry-soil-B_sort TPM	T0-R-Dry-soil-C_sort TPM	T1-R-H218O-A_sort TPM	T1-R-H218O-B_sort TPM	T1-R-H218O-C_sort TPM	T1-R-H218O-P-A_sort TPM	T1-R-H218O-P-B_sort TPM	T1-R-H218O-P-C_sort TPM	T1-R-H2O-A_sort TPM	T1-R-H2O-B_sort TPM	T1-R-H2O-C_sort TPM	T1-R-H2O-P-A_sort TPM	T1-R-H2O-P-B_sort TPM	T1-R-H2O-P-C_sort TPM	T2-R-H218O-A_sort TPM	T2-R-H218O-B_sort TPM	T2-R-H218O-C_sort TPM	T2-R-H218O-P-A_sort TPM	T2-R-H218O-P-B_sort TPM	T2-R-H218O-P-C_sort TPM	T2-R-H2O-A_sort TPM	T2-R-H2O-B_sort TPM	T2-R-H2O-C_sort TPM	T2-R-H2O-P-A_sort TPM	T2-R-H2O-P-B_sort TPM	T2-R-H2O-P-C_sort TPM	T3-R-H218O-A_sort TPM	T3-R-H218O-B_sort TPM	T3-R-H218O-C_sort TPM	T3-R-H218O-P-A_sort TPM	T3-R-H218O-P-B_sort TPM	T3-R-H218O-P-C_sort TPM	T3-R-H2O-A_sort TPM	T3-R-H2O-B_sort TPM	T3-R-H2O-C_sort TPM	T3-R-H2O-P-A_sort TPM	T3-R-H2O-P-B_sort TPM	T3-R-H2O-P-C_sort TPM
T3-R-H218O-B_NODE_29046_length_606_cov_2.850467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-B_NODE_29732_length_602_cov_5.165725	0	1042.6326	0	374.08932	0	0	170.73924	0	186.96788	0	0	0	0	0	0	234.3542	0	0	0	306.9993	215.7235	0	0	0	0	0	0	303.79446	1379.1584	0	274.31516	0	0	0	0	0	0	111.185455	420.71866
T3-R-H218O-B_NODE_30095_length_600_cov_6.744802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1_length_8207_cov_15.022616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3_length_6218_cov_45.550024	1367.5204	770.15955	967.69904	609.1162	0	2538.6016	1181.9116	719.1469	538.517	0	0	0	0	0	629.4281	0	359.65665	645.01794	1887.1826	3374.8406	817.14264	0	0	0	0	0	272.61945	606.624	460.87396	12234.198	0	820.20905	340.12155	0	814.38354	0	0	791.191	0
T3-R-H218O-C_NODE_4_length_4727_cov_16.812930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_6_length_4650_cov_39.805198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_7_length_4384_cov_55.646418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_8_length_4375_cov_30.701905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_9_length_4352_cov_7.288951	1334.7212	1335.4119	1204.7706	1834.6564	2619.4602	1599.517	2149.2266	3093.356	1681.0781	1682.7206	2368.4143	2776.1714	1478.4912	2196.9304	2197.362	1659.7793	1729.463	2637.6292	1378.8138	2185.0881	1402.5012	2592.8835	1663.838	1890.4366	1088.1415	1343.1514	1426.2512	1670.4155	1261.5778	3016.9216	1684.1848	2863.8035	1068.6173	1469.6986	2703.58	2003.3969	1699.7087	1727.6843	1795.788
T3-R-H218O-C_NODE_12_length_4041_cov_25.549118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_14_length_3950_cov_15.006187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_20_length_3783_cov_11.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_24_length_3526_cov_7.566715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_28_length_3442_cov_8.566301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_30_length_3419_cov_14.310633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_31_length_3361_cov_37.568693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_32_length_3338_cov_19.920416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_40_length_3163_cov_64.942432	0	0	0	0	0	922.1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6345.8716	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_55_length_2967_cov_18.361188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_56_length_2963_cov_103.273859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_63_length_2876_cov_20.390374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_67_length_2866_cov_35.498390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_77_length_2739_cov_48.861319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4655.7563	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_84_length_2718_cov_41.915754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342.58148	0	0	0	0	0	0	0	0	0	0	0	0	0	8750.687	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_85_length_2716_cov_84.367864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5042.686	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_87_length_2708_cov_27.051953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_89_length_2695_cov_17.637195	598.25696	336.41077	0	0	0	0	0	0	0	0	0	0	0	308.87885	0	251.2765	178.45432	0	0	0	433.68845	0	0	0	0	0	0	373.233	0	5043.0684	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_97_length_2617_cov_130.429301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_127_length_2473_cov_42.259367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3740.185	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_133_length_2432_cov_11.944939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_176_length_2254_cov_4.103527	0	0	0	508.64304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.79044	0	0	0	0	0	0	0	0	0	1209.6729	0	0	0	0	0	0	0	257.3612	0
T3-R-H218O-C_NODE_186_length_2209_cov_4.804958	0	641.9456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.81067	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_219_length_2109_cov_16.424436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5489.606	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_222_length_2104_cov_5.955239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.86853	0	0	0	0	0	847.32825	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_225_length_2096_cov_9.756543	3424.647	6454.995	655.1571	869.316	0	877.0604	474.04007	0	510.1473	325.79706	0	0	175.18137	0	0	1884.6736	0	0	572.57605	521.031	511.16	0	0	349.36163	112.37587	3065.8694	687.13684	1483.317	2287.2344	1510.9999	0	0	70.27898	0	0	256.36472	217.61624	0	0
T3-R-H218O-C_NODE_248_length_2023_cov_3.968750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569.8988	0	0	0	0	1244.1249	0	0	0	0	1304.1531	0	0	0	0
T3-R-H218O-C_NODE_256_length_2001_cov_4.590155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_277_length_1953_cov_6.916578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_340_length_1875_cov_4.345898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_368_length_1843_cov_25.022573	587.2115	0	0	0	0	0	0	205.40044	0	0	0	0	0	0	0	0	0	0	260.47092	0	0	0	0	0	0	0	0	334.90738	0	5599.101	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_399_length_1796_cov_20.950725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_420_length_1783_cov_6.313668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_450_length_1752_cov_6.740036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_482_length_1721_cov_10.316970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_485_length_1716_cov_10.638906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_494_length_1710_cov_2.299573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_497_length_1708_cov_3.590104	0	0	0	0	0	0	0	332.4526	0	0	0	0	0	0	421.5388	0	0	0	0	0	0	0	308.10126	0	0	0	0	0	0	429.79242	0	0	0	320.98352	0	304.45367	0	0	0
T3-R-H218O-C_NODE_504_length_1695_cov_13.520320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_533_length_1675_cov_3.516833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_539_length_1668_cov_5.911709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_581_length_1641_cov_5.517834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_670_length_1584_cov_5.180436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_715_length_1556_cov_172.111785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_725_length_1549_cov_3.238160	0	0	0	158.60208	0	0	0	0	0	0	0	0	0	0	0	364.3156	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.1404	0	0	0	0	0	0	0	0	677.38696
T3-R-H218O-C_NODE_860_length_1485_cov_2.364922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_875_length_1476_cov_2.824911	0	0	0	0	0	0	0	256.47208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.7253	0	0	0	966.27563	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_921_length_1456_cov_8.261372	0	862.1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.21548	0	0	0	0	0	2131.9592	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_931_length_1451_cov_2.168841	334.87192	0	0	324.51855	528.36615	0	401.4116	0	0	0	0	0	0	0	0	0	0	317.71353	220.55951	289.47714	179.00146	0	0	0	0	0	0	456.89554	0	737.19305	210.1098	483.29312	0	0	0	0	0	0	374.03653
T3-R-H218O-C_NODE_934_length_1449_cov_4.611030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_996_length_1422_cov_4.733531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1030_length_1406_cov_7.051685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1045_length_1401_cov_3.775940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1053_length_1399_cov_8.094880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1095_length_1383_cov_10.810213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1128_length_1372_cov_9.594158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.5021	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1218_length_1344_cov_8.442262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1225_length_1343_cov_4.908019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1316_length_1318_cov_3.109864	0	0	0	0	0	0	0	0	0	0	0	391.3933	0	0	0	0	0	0	0	0	0	188.85959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1421_length_1292_cov_2.497952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1510_length_1270_cov_2.251043	0	0	0	0	0	0	323.73218	0	0	0	0	0	302.88553	0	305.26456	0	833.1151	1633.4735	1973.9506	529.17303	434.5898	0	0	0	0	0	0	0	0	528.4755	0	0	1615.5472	0	552.85736	0	0	0	0
T3-R-H218O-C_NODE_1550_length_1259_cov_2.709596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1596_length_1249_cov_9.110357	0	0	399.79898	0	0	0	0	0	0	188.529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906.79663	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1629_length_1239_cov_2.934932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1676_length_1229_cov_6.066494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1756_length_1217_cov_2.941536	145.18546	267.42453	0	0	0	0	0	0	0	0	0	0	172.40524	0	0	231.85086	197.59009	0	0	0	0	159.08138	0	0	101.86384	0	0	0	0	327.44736	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1850_length_1198_cov_3.155280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1891_length_1190_cov_3.877569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387.75223	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_1939_length_1183_cov_3.221223	0	0	0	0	0	0	0	0	0	0	0	275.40482	0	0	0	143.1086	0	0	0	0	0	0	0	0	0	0	0	0	0	992.8459	0	0	0	0	0	0	0	150.87903	0
T3-R-H218O-C_NODE_1996_length_1172_cov_16.415077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_2023_length_1168_cov_4.440292	0	338.35318	0	0	1512.5426	692.5172	161.33478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.71246	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_2126_length_1152_cov_1.729880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640.281	0	0	0	0	0	0	0	0	0	0	0	364.1298	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_2143_length_1150_cov_2.140871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.53255	0	0	0	0	0	0	0	402.6857	412.01443	258.71667	0	0	278.30225	0	656.5734	220.91992	332.61276	219.58463	173.35638	1369.1052	422.03473	827.7476	203.71126	503.3989
T3-R-H218O-C_NODE_2263_length_1131_cov_13.966981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366.84537	0	0	0	0	0	476.0636	0	0	0	0	0	1669.0078	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_2314_length_1125_cov_2.232448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.1031	0	0	0	0	0	0	0	503.373	0	0	0	265.813	0	0	0	0	0
T3-R-H218O-C_NODE_2561_length_1093_cov_4.170254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_2843_length_1062_cov_2.768920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849.2244	0	300.14462	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3021_length_1043_cov_11.564815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3067_length_1040_cov_1.484004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3095_length_1037_cov_9.368530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3130_length_1034_cov_6.504673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3198_length_1028_cov_5.782654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3222_length_1026_cov_24.117277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3236_length_1025_cov_2.963312	0	249.47827	0	0	0	0	0	0	0	0	562.1334	0	0	0	0	220.22447	0	0	0	0	0	512.67444	0	252.14188	217.70052	321.01993	0	156.1207	0	859.4168	148.71677	0	82.12113	486.24356	0	422.7699	154.78201	293.8552	0
T3-R-H218O-C_NODE_3330_length_1018_cov_2.797254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3553_length_999_cov_2.786638	0	0	0	0	0	0	0	0	0	0	0	135.88757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.92807	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_3930_length_968_cov_3.538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.42663	0	0	0	0	0	0	0	0	0	780.0201	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_4156_length_954_cov_2.409966	138.90775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307.7926	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_4218_length_950_cov_3.453925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_4523_length_933_cov_1.940835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.76035	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_4720_length_922_cov_2.022327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.45966	0	0	0	0
T3-R-H218O-C_NODE_4804_length_918_cov_2.246753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.22035	0	228.47348	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_4985_length_909_cov_2.916468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553.76575	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_4991_length_909_cov_2.356802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.98344	0	0	0	0	0	0	0	507.61835	125.771255	0	0	383.80606	0	114.41299	0	0	0
T3-R-H218O-C_NODE_5106_length_904_cov_1.711885	0	591.45734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.8819	0	533.6271	0	0	0	0	0	0	0	0	200.12065
T3-R-H218O-C_NODE_5292_length_894_cov_4.132442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266.8778	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_5401_length_889_cov_10.822738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_5405_length_889_cov_4.003667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.42165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_5831_length_870_cov_2.173967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_6004_length_863_cov_1.838384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_6364_length_849_cov_2.879177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790.5345	194.50836	0	74.358765	176.11305	0	0	0	0	0
T3-R-H218O-C_NODE_7010_length_829_cov_2.840369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.72374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_7250_length_821_cov_4.362667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_7314_length_819_cov_2.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_7384_length_817_cov_4.022788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026.8726	0	0	0	0	0	254.59344	0	0	0
